date,open,high,low,close,tick_volume,spread,real_volume,RSI,EMA
2015-01-19 00:00:00,1.51274,1.51475,1.51142,1.5142799999999998,10306,8,0,,1.5142799999999998
2015-01-19 04:00:00,1.5142799999999998,1.51444,1.51316,1.51434,7124,13,0,,1.514288
2015-01-19 08:00:00,1.51432,1.5178,1.51178,1.5163,12605,8,0,,1.5145562666666668
2015-01-19 12:00:00,1.51631,1.51661,1.51371,1.51417,8728,15,0,,1.5145047644444447
2015-01-19 16:00:00,1.51417,1.51734,1.51228,1.51297,8171,8,0,,1.5143001291851856
2015-01-19 20:00:00,1.51326,1.51364,1.51079,1.51098,4838,14,0,,1.5138574452938276
2015-01-20 00:00:00,1.51107,1.51137,1.50577,1.50713,3846,16,0,,1.512960452587984
2015-01-20 04:00:00,1.5072100000000002,1.50808,1.50585,1.50803,3328,15,0,,1.5123030589095863
2015-01-20 08:00:00,1.50801,1.5160900000000002,1.50714,1.51566,8961,15,0,,1.5127506510549749
2015-01-20 12:00:00,1.51574,1.51985,1.5137,1.51962,9983,15,0,,1.5136665642476448
2015-01-20 16:00:00,1.51964,1.51984,1.51476,1.5151,10189,12,0,,1.5138576890146256
2015-01-20 20:00:00,1.51507,1.51616,1.51413,1.51417,4567,15,0,,1.5138993304793422
2015-01-21 00:00:00,1.5142099999999998,1.51486,1.51345,1.51466,2790,15,0,,1.5140007530820967
2015-01-21 04:00:00,1.51466,1.51734,1.51458,1.51655,4004,15,0,53.60203110123805,1.5143406526711505
2015-01-21 08:00:00,1.51652,1.51779,1.50751,1.51134,10363,15,0,45.99673202614388,1.5139405656483305
2015-01-21 12:00:00,1.51137,1.51341,1.50957,1.51202,10318,14,0,46.89341189073367,1.5136844902285531
2015-01-21 16:00:00,1.512,1.51445,1.50821,1.51079,17052,15,0,42.47473367932268,1.5132985581980796
2015-01-21 20:00:00,1.51077,1.51432,1.50993,1.51399,5888,15,0,49.76114649681519,1.5133907504383357
2015-01-22 00:00:00,1.51397,1.5157500000000002,1.51315,1.51495,3570,16,0,52.64423076923091,1.5135986503798908
2015-01-22 04:00:00,1.51495,1.51556,1.51252,1.51273,4520,15,0,52.322803291743995,1.513482830329239
2015-01-22 08:00:00,1.5128,1.51759,1.51217,1.5157699999999998,8450,15,0,61.72002170374361,1.5137877862853406
2015-01-22 12:00:00,1.51579,1.52114,1.51232,1.51624,14003,14,0,61.26818556135055,1.5141147481139619
2015-01-22 16:00:00,1.51627,1.51722,1.50149,1.50216,19057,15,0,34.25839552238807,1.512520781698767
2015-01-22 20:00:00,1.50217,1.50352,1.49714,1.50076,7653,15,0,26.612103174603405,1.5109526774722646
2015-01-23 00:00:00,1.50087,1.50256,1.49994,1.50141,4547,16,0,31.22085048010969,1.5096803204759628
2015-01-23 04:00:00,1.50144,1.5019900000000002,1.49798,1.49962,5091,15,0,30.5012061109621,1.508338944412501
2015-01-23 08:00:00,1.49962,1.50056,1.49577,1.49758,13367,15,0,28.02367472979938,1.5069044184908342
2015-01-23 12:00:00,1.4977,1.49944,1.49503,1.49922,15590,14,0,27.557627557627498,1.5058798293587232
2015-01-23 16:00:00,1.49923,1.50346,1.49796,1.50164,14580,15,0,36.46007816862112,1.5053145187775603
2015-01-23 20:00:00,1.5016500000000002,1.50227,1.49841,1.49876,6749,11,0,32.56180957390866,1.5044405829405523
2015-01-26 00:00:00,1.5007899999999998,1.50276,1.49858,1.49991,7513,18,0,35.66157090142333,1.5038365052151454
2015-01-26 04:00:00,1.49992,1.50113,1.4991,1.50073,3820,15,0,31.35545556805394,1.5034223045197928
2015-01-26 08:00:00,1.50074,1.50434,1.4998,1.50103,10874,15,0,30.057306590258065,1.5031033305838204
2015-01-26 12:00:00,1.50101,1.50313,1.5001,1.50236,9765,15,0,34.75448397530134,1.503004219839311
2015-01-26 16:00:00,1.50235,1.50979,1.5015,1.50921,10182,15,0,41.32734003172936,1.5038316571940695
2015-01-26 20:00:00,1.50917,1.5102600000000002,1.50729,1.50758,5471,15,0,38.891739353514424,1.5043314362348603
2015-01-27 00:00:00,1.50751,1.51058,1.50685,1.51,3683,19,0,64.34846266471473,1.505087244736879
2015-01-27 04:00:00,1.5099900000000002,1.51104,1.50912,1.51037,3794,15,0,68.27691137314554,1.5057916121052952
2015-01-27 08:00:00,1.51038,1.51164,1.5059,1.50847,12410,1,16414778000,62.81771968046485,1.5061487304912557
2015-01-27 12:00:00,1.50847,1.51842,1.50657,1.5179399999999998,18407,1,0,76.00795002839278,1.5077208997590883
2015-01-27 16:00:00,1.51812,1.52227,1.51665,1.51978,21812,1,0,81.69617361507704,1.5093287797912098
2015-01-27 20:00:00,1.51979,1.52106,1.51811,1.51958,10331,6,0,80.31566408576529,1.510695609152382
2015-01-28 00:00:00,1.51919,1.51972,1.51535,1.51595,10173,7,0,70.56625467088226,1.511396194598731
2015-01-28 04:00:00,1.51595,1.51726,1.51555,1.5167000000000002,5842,7,0,77.46478873239435,1.5121033686522338
2015-01-28 08:00:00,1.51673,1.51978,1.51573,1.51917,15718,2,0,78.34020011771614,1.5130455861652694
2015-01-28 12:00:00,1.51921,1.52185,1.5185499999999998,1.51969,15808,1,0,78.14726840855107,1.5139315080099003
2015-01-28 16:00:00,1.51967,1.52011,1.51601,1.5175800000000002,16248,1,0,73.31642716258123,1.5144179736085803
2015-01-28 20:00:00,1.5175800000000002,1.5203,1.51302,1.51364,19380,1,0,64.80314960629943,1.5143142437941028
2015-01-29 00:00:00,1.51349,1.51544,1.51349,1.5152,4156,6,0,59.128314538250784,1.514432344621556
2015-01-29 04:00:00,1.51523,1.51527,1.5129,1.51457,4235,15,0,60.98711097139268,1.5144506986720152
2015-01-29 08:00:00,1.51458,1.51616,1.51096,1.51354,9802,7,8000000,55.818540433925236,1.5143292721824133
2015-01-29 12:00:00,1.51359,1.51502,1.51143,1.51264,10318,14,0,53.667205169628424,1.5141040358914248
2015-01-29 16:00:00,1.51261,1.51404,1.5022600000000002,1.50463,12973,14,0,44.819212088505054,1.5128408311059016
2015-01-29 20:00:00,1.5046,1.50704,1.50176,1.50642,5359,13,0,30.39482641252623,1.5119847202917813
2015-01-30 00:00:00,1.5062600000000002,1.50778,1.50623,1.50739,2878,15,0,28.270782181691004,1.5113720909195438
2015-01-30 04:00:00,1.50737,1.50825,1.5065499999999998,1.50807,3091,15,0,30.148327009313917,1.5109318121302715
2015-01-30 08:00:00,1.50806,1.5095,1.50495,1.50734,8676,15,0,33.49942506707575,1.5104529038462353
2015-01-30 12:00:00,1.50734,1.50937,1.50413,1.50551,12447,13,0,29.407434670592195,1.5097938500000707
2015-01-30 16:00:00,1.50557,1.50618,1.49882,1.50189,13012,15,0,19.491525423729257,1.5087400033333949
2015-01-30 20:00:00,1.50186,1.50808,1.50176,1.50619,6958,15,0,28.97196261682248,1.5084000028889424
2015-02-02 00:00:00,1.5093299999999998,1.50982,1.50711,1.5077,9985,16,0,34.3174603174604,1.5083066691704168
2015-02-02 04:00:00,1.50768,1.5086,1.50725,1.5076,5027,16,0,39.08170643528571,1.5082124466143612
2015-02-02 08:00:00,1.50759,1.50866,1.50139,1.50142,16500,8,0,28.65551425030995,1.5073067870657797
2015-02-02 12:00:00,1.50143,1.50372,1.50048,1.50345,17260,8,0,33.491686460807756,1.5067925487903426
2015-02-02 16:00:00,1.50343,1.50818,1.50092,1.5026000000000002,18160,8,0,33.671641791045005,1.5062335422849638
2015-02-02 20:00:00,1.50261,1.50491,1.50184,1.50373,10318,12,0,36.79217313963836,1.5058997366469686
2015-02-03 00:00:00,1.5038,1.50433,1.50211,1.50378,8679,14,0,48.35079549864179,1.5056171050940395
2015-02-03 04:00:00,1.50378,1.50417,1.50134,1.50202,9061,12,0,41.452991452990986,1.505137491081501
