date,open,high,low,close,tick_volume,spread,real_volume
2015-01-19 00:00:00,1.51274,1.51439,1.51142,1.51317,2168,8,0
2015-01-19 01:00:00,1.51317,1.5145,1.51317,1.51401,2843,16,0
2015-01-19 02:00:00,1.514,1.51444,1.5123799999999998,1.51361,2680,17,0
2015-01-19 03:00:00,1.51362,1.51475,1.51335,1.5142799999999998,2615,14,0
2015-01-19 04:00:00,1.5142799999999998,1.51444,1.51354,1.51364,1707,15,0
2015-01-19 05:00:00,1.51362,1.51389,1.51316,1.51386,1862,14,0
2015-01-19 06:00:00,1.51383,1.51399,1.51354,1.51385,1651,16,0
2015-01-19 07:00:00,1.51381,1.51438,1.51346,1.51434,1904,13,0
2015-01-19 08:00:00,1.51432,1.51465,1.51316,1.5142,2750,14,0
2015-01-19 09:00:00,1.51416,1.51439,1.51178,1.51294,3919,8,0
2015-01-19 10:00:00,1.5127199999999998,1.51583,1.51219,1.51531,3366,8,0
2015-01-19 11:00:00,1.5153,1.5178,1.51387,1.5163,2570,15,0
2015-01-19 12:00:00,1.51631,1.51639,1.5141,1.51439,2210,15,0
2015-01-19 13:00:00,1.51439,1.51661,1.5142,1.51587,2113,15,0
2015-01-19 14:00:00,1.51586,1.51631,1.51412,1.51417,1921,15,0
2015-01-19 15:00:00,1.5142099999999998,1.51605,1.51371,1.51417,2484,15,0
2015-01-19 16:00:00,1.51417,1.51645,1.5135999999999998,1.51604,2117,15,0
2015-01-19 17:00:00,1.51603,1.5173100000000002,1.51544,1.51561,2198,15,0
2015-01-19 18:00:00,1.51561,1.51734,1.51247,1.51332,2110,15,0
2015-01-19 19:00:00,1.51332,1.5142799999999998,1.51228,1.51297,1746,8,0
2015-01-19 20:00:00,1.51326,1.51364,1.51241,1.51255,1667,15,0
2015-01-19 21:00:00,1.51257,1.51266,1.5108,1.51081,1163,14,0
2015-01-19 22:00:00,1.51083,1.5116,1.51079,1.51135,835,16,0
2015-01-19 23:00:00,1.51131,1.51172,1.51092,1.51098,1173,21,0
2015-01-20 00:00:00,1.51107,1.51137,1.50943,1.51034,748,22,0
2015-01-20 01:00:00,1.51035,1.51035,1.5082,1.50878,956,19,0
2015-01-20 02:00:00,1.50882,1.5093299999999998,1.50792,1.50793,866,16,0
2015-01-20 03:00:00,1.5079,1.50791,1.50577,1.50713,1276,19,0
2015-01-20 04:00:00,1.5072100000000002,1.50731,1.50585,1.50711,950,20,0
2015-01-20 05:00:00,1.50712,1.50734,1.50672,1.50685,573,15,0
2015-01-20 06:00:00,1.50684,1.50729,1.5067,1.50678,554,15,0
2015-01-20 07:00:00,1.50677,1.50808,1.50674,1.50803,1251,15,0
2015-01-20 08:00:00,1.50801,1.50833,1.50714,1.50816,1522,15,0
2015-01-20 09:00:00,1.5082,1.51051,1.50776,1.51023,2279,15,0
2015-01-20 10:00:00,1.51021,1.51246,1.50928,1.51227,2395,15,0
2015-01-20 11:00:00,1.5123,1.5160900000000002,1.51196,1.51566,2765,15,0
2015-01-20 12:00:00,1.51574,1.5163799999999998,1.51459,1.51481,2406,15,0
2015-01-20 13:00:00,1.51479,1.51597,1.5137,1.5142099999999998,2459,15,0
2015-01-20 14:00:00,1.51422,1.51774,1.5139200000000002,1.51669,2251,15,0
2015-01-20 15:00:00,1.51668,1.51985,1.5157500000000002,1.51962,2867,15,0
2015-01-20 16:00:00,1.51964,1.51984,1.51771,1.51788,2883,12,0
2015-01-20 17:00:00,1.5179399999999998,1.51946,1.51754,1.51929,2718,15,0
2015-01-20 18:00:00,1.51931,1.51974,1.51528,1.51594,2647,15,0
2015-01-20 19:00:00,1.51594,1.51677,1.51476,1.5151,1941,15,0
2015-01-20 20:00:00,1.51507,1.51616,1.51435,1.51607,1633,15,0
2015-01-20 21:00:00,1.51606,1.5160900000000002,1.51508,1.5156,1092,15,0
2015-01-20 22:00:00,1.51558,1.5158,1.51468,1.51533,883,16,0
2015-01-20 23:00:00,1.5153,1.51571,1.51413,1.51417,959,18,0
2015-01-21 00:00:00,1.5142099999999998,1.51486,1.51397,1.51479,650,19,0
2015-01-21 01:00:00,1.51481,1.51485,1.51425,1.5144,606,16,0
2015-01-21 02:00:00,1.51441,1.51443,1.51345,1.51384,838,17,0
2015-01-21 03:00:00,1.51387,1.51486,1.51378,1.51466,696,15,0
2015-01-21 04:00:00,1.51466,1.51562,1.51458,1.51512,669,15,0
2015-01-21 05:00:00,1.51513,1.51664,1.51483,1.51664,919,20,0
2015-01-21 06:00:00,1.5166,1.51734,1.51533,1.51563,960,17,0
2015-01-21 07:00:00,1.51563,1.51655,1.5149,1.51655,1456,15,0
2015-01-21 08:00:00,1.51652,1.51779,1.51626,1.51734,1676,15,0
2015-01-21 09:00:00,1.51735,1.51753,1.51586,1.51648,2213,15,0
2015-01-21 10:00:00,1.5165,1.51725,1.51557,1.51582,2469,15,0
2015-01-21 11:00:00,1.51583,1.5163,1.50751,1.51134,4005,15,0
2015-01-21 12:00:00,1.51137,1.51187,1.50957,1.5111599999999998,2479,15,0
2015-01-21 13:00:00,1.51115,1.51341,1.51115,1.51147,2281,14,0
2015-01-21 14:00:00,1.51151,1.51189,1.51,1.51175,2320,15,0
2015-01-21 15:00:00,1.51175,1.51234,1.51032,1.51202,3238,15,0
2015-01-21 16:00:00,1.512,1.5142799999999998,1.50887,1.51183,5103,16,0
2015-01-21 17:00:00,1.51181,1.51445,1.50902,1.5114,5609,15,0
2015-01-21 18:00:00,1.51138,1.5130400000000002,1.50987,1.51158,3678,15,0
2015-01-21 19:00:00,1.51153,1.51173,1.50821,1.51079,2662,15,0
2015-01-21 20:00:00,1.51077,1.5117,1.50993,1.51135,2119,15,0
2015-01-21 21:00:00,1.51137,1.51393,1.51114,1.51213,1599,15,0
2015-01-21 22:00:00,1.51217,1.51358,1.51179,1.51314,1298,20,0
2015-01-21 23:00:00,1.51315,1.51432,1.5127199999999998,1.51399,872,17,0
2015-01-22 00:00:00,1.51397,1.5144,1.51356,1.51412,709,16,0
2015-01-22 01:00:00,1.51414,1.51471,1.51373,1.51417,820,24,0
2015-01-22 02:00:00,1.51419,1.51445,1.51315,1.51432,1101,18,0
2015-01-22 03:00:00,1.5143,1.5157500000000002,1.51389,1.51495,940,17,0
2015-01-22 04:00:00,1.51495,1.51556,1.51399,1.51484,1104,17,0
2015-01-22 05:00:00,1.51483,1.515,1.5136699999999998,1.51436,1152,20,0
2015-01-22 06:00:00,1.51446,1.51471,1.51294,1.5133299999999998,919,15,0
2015-01-22 07:00:00,1.5133299999999998,1.5136699999999998,1.51252,1.51273,1345,15,0
2015-01-22 08:00:00,1.5128,1.51313,1.51217,1.5124300000000002,1212,15,0
2015-01-22 09:00:00,1.51241,1.51396,1.51223,1.51301,1988,15,0
2015-01-22 10:00:00,1.51307,1.51547,1.51307,1.51488,2567,15,0
2015-01-22 11:00:00,1.51488,1.51759,1.51485,1.5157699999999998,2683,15,0
2015-01-22 12:00:00,1.51579,1.51981,1.51523,1.51793,2627,15,0
2015-01-22 13:00:00,1.51796,1.5189,1.51634,1.51773,2384,14,0
2015-01-22 14:00:00,1.5178,1.52114,1.51775,1.51927,3700,15,0
2015-01-22 15:00:00,1.51925,1.52013,1.51232,1.51624,5292,15,0
2015-01-22 16:00:00,1.51627,1.51722,1.51143,1.51309,6382,15,0
2015-01-22 17:00:00,1.51308,1.51412,1.5066199999999998,1.50844,5041,15,0
2015-01-22 18:00:00,1.50847,1.50932,1.50399,1.50492,3951,16,0
2015-01-22 19:00:00,1.50493,1.50581,1.50149,1.50216,3683,15,0
2015-01-22 20:00:00,1.50217,1.50352,1.50143,1.50238,2844,15,0
2015-01-22 21:00:00,1.5024,1.50245,1.50105,1.50158,1428,19,0
2015-01-22 22:00:00,1.50152,1.50162,1.50015,1.50054,1490,20,0
2015-01-22 23:00:00,1.50053,1.50174,1.49714,1.50076,1891,15,0
2015-01-23 00:00:00,1.50087,1.50118,1.49994,1.50075,954,19,0
2015-01-23 01:00:00,1.50076,1.50256,1.50039,1.50051,1200,23,0
2015-01-23 02:00:00,1.50053,1.50232,1.50004,1.50223,1171,16,0
2015-01-23 03:00:00,1.50223,1.50232,1.50139,1.50141,1222,17,0
2015-01-23 04:00:00,1.50144,1.5019900000000002,1.50121,1.50151,1020,16,0
2015-01-23 05:00:00,1.5015,1.50187,1.50083,1.5010599999999998,925,20,0
2015-01-23 06:00:00,1.5010400000000002,1.50136,1.49879,1.49927,1022,15,0
2015-01-23 07:00:00,1.49928,1.49986,1.49798,1.49962,2124,15,0
2015-01-23 08:00:00,1.49962,1.49971,1.49821,1.49876,1889,15,0
2015-01-23 09:00:00,1.49877,1.50049,1.49618,1.49793,2637,15,0
2015-01-23 10:00:00,1.49795,1.50056,1.49706,1.49822,4342,15,0
2015-01-23 11:00:00,1.49834,1.4998,1.49577,1.49758,4499,15,0
2015-01-23 12:00:00,1.4977,1.49899,1.4969,1.49861,3044,15,0
2015-01-23 13:00:00,1.4986,1.49944,1.49678,1.49716,2993,15,0
2015-01-23 14:00:00,1.49714,1.4977,1.49503,1.49722,4802,14,0
2015-01-23 15:00:00,1.49722,1.4994,1.49664,1.49922,4751,15,0
2015-01-23 16:00:00,1.49923,1.50182,1.49796,1.50037,4114,16,0
2015-01-23 17:00:00,1.50039,1.50248,1.50013,1.50247,4427,18,0
2015-01-23 18:00:00,1.50245,1.50346,1.5018,1.50196,3642,15,0
2015-01-23 19:00:00,1.50197,1.50278,1.5011100000000002,1.50164,2397,15,0
2015-01-23 20:00:00,1.5016500000000002,1.5017200000000002,1.49986,1.50052,2484,15,0
2015-01-23 21:00:00,1.50051,1.50227,1.50047,1.50151,1502,19,0
2015-01-23 22:00:00,1.50145,1.50162,1.49841,1.49983,1046,11,0
2015-01-23 23:00:00,1.49981,1.49982,1.49849,1.49876,1717,17,0
2015-01-26 00:00:00,1.5007899999999998,1.50113,1.49946,1.50026,1389,20,0
2015-01-26 01:00:00,1.50033,1.50175,1.49858,1.49914,2331,22,0
2015-01-26 02:00:00,1.49918,1.50276,1.49918,1.50064,2761,24,0
2015-01-26 03:00:00,1.50063,1.50097,1.49982,1.49991,1032,18,0
2015-01-26 04:00:00,1.49992,1.50051,1.49919,1.49931,920,16,0
