date,open,high,low,close,tick_volume,spread,real_volume
2015-01-28 00:00:00,117.865,118.259,117.719,118.127,9314,2,0
2015-01-28 04:00:00,118.129,118.207,117.997,118.079,6075,4,0
2015-01-28 08:00:00,118.078,118.225,117.647,117.802,11918,2,0
2015-01-28 12:00:00,117.797,117.916,117.549,117.757,11964,3,0
2015-01-28 16:00:00,117.762,117.921,117.657,117.794,15147,2,0
2015-01-28 20:00:00,117.792,117.974,117.25,117.521,15943,2,0
2015-01-29 00:00:00,117.531,117.777,117.381,117.762,6434,2,0
2015-01-29 04:00:00,117.759,118.087,117.597,117.612,6661,7,0
2015-01-29 08:00:00,117.613,117.955,117.576,117.831,9681,2,14000000
2015-01-29 12:00:00,117.825,118.184,117.76,117.956,10974,6,0
2015-01-29 16:00:00,117.958,118.473,117.821,118.337,15843,8,0
2015-01-29 20:00:00,118.335,118.484,118.252,118.268,6423,8,0
2015-01-30 00:00:00,118.296,118.453,117.997,118.021,6249,13,0
2015-01-30 04:00:00,118.028,118.116,117.787,117.812,5635,7,0
2015-01-30 08:00:00,117.808,117.932,117.601,117.643,7971,6,0
2015-01-30 12:00:00,117.644,117.845,117.395,117.44,10731,6,0
2015-01-30 16:00:00,117.441,117.746,117.296,117.411,13894,7,0
2015-01-30 20:00:00,117.412,117.653,117.33,117.47,7503,6,0
2015-02-02 00:00:00,116.93,117.637,116.93,117.606,11127,2,0
2015-02-02 04:00:00,117.61,117.873,117.509,117.69,7104,2,0
2015-02-02 08:00:00,117.69,117.846,117.527,117.677,11054,2,0
2015-02-02 12:00:00,117.675,117.702,117.521,117.637,12110,2,0
2015-02-02 16:00:00,117.638,117.661,117.149,117.301,18505,2,0
2015-02-02 20:00:00,117.302,117.682,117.113,117.581,9737,3,0
2015-02-03 00:00:00,117.53,117.702,117.162,117.218,8238,2,0
2015-02-03 04:00:00,117.224,117.431,116.872,116.994,9143,2,0
2015-02-03 08:00:00,116.992,117.474,116.929,117.394,11208,2,0
2015-02-03 12:00:00,117.395,117.741,117.255,117.697,14084,2,0
2015-02-03 16:00:00,117.696,117.724,117.249,117.35,20091,2,0
2015-02-03 20:00:00,117.349,117.628,117.207,117.557,11065,2,0
2015-02-04 00:00:00,117.573,117.993,117.447,117.947,7213,1,0
2015-02-04 04:00:00,117.952,117.996,117.645,117.722,5166,1,0
2015-02-04 08:00:00,117.72,117.735,117.236,117.272,13119,4,0
2015-02-04 12:00:00,117.274,117.644,117.274,117.576,14241,7,0
2015-02-04 16:00:00,117.574,117.666,117.38,117.513,16484,7,0
2015-02-04 20:00:00,117.514,117.522,117.07,117.266,13885,7,0
2015-02-05 00:00:00,117.27,117.348,117.108,117.164,12028,9,0
2015-02-05 04:00:00,117.16,117.434,117.019,117.192,8882,9,0
2015-02-05 08:00:00,117.191,117.365,117.074,117.327,13006,7,0
2015-02-05 12:00:00,117.326,117.551,117.28,117.443,14611,7,0
2015-02-05 16:00:00,117.442,117.514,117.245,117.292,15173,7,0
2015-02-05 20:00:00,117.292,117.593,117.292,117.518,9339,7,0
2015-02-06 00:00:00,117.517,117.549,117.363,117.366,7712,8,0
2015-02-06 04:00:00,117.37,117.418,117.267,117.297,6976,7,0
2015-02-06 08:00:00,117.296,117.382,117.215,117.271,9700,7,0
2015-02-06 12:00:00,117.272,118.672,117.152,118.584,14109,7,0
2015-02-06 16:00:00,118.585,119.205,118.579,119.161,21100,7,0
2015-02-06 20:00:00,119.162,119.218,118.805,119.098,11898,7,0
2015-02-09 00:00:00,119.021,119.091,118.768,118.798,10418,8,0
2015-02-09 04:00:00,118.802,118.883,118.726,118.792,6464,7,0
2015-02-09 08:00:00,118.792,119.0,118.489,118.489,12905,7,0
2015-02-09 12:00:00,118.488,118.654,118.441,118.611,13857,7,0
2015-02-09 16:00:00,118.607,118.771,118.547,118.683,15222,6,0
2015-02-09 20:00:00,118.684,118.73,118.329,118.623,9881,7,0
2015-02-10 00:00:00,118.634,118.657,118.398,118.417,8803,7,0
2015-02-10 04:00:00,118.42,118.552,118.419,118.551,6890,7,0
2015-02-10 08:00:00,118.552,118.834,118.5,118.82,11940,7,0
2015-02-10 12:00:00,118.82,119.574,118.82,119.483,16517,7,0
2015-02-10 16:00:00,119.482,119.612,119.218,119.361,16703,7,0
2015-02-10 20:00:00,119.358,119.477,119.23,119.42,9525,7,0
2015-02-11 00:00:00,119.421,119.57,119.283,119.429,6841,8,0
2015-02-11 04:00:00,119.429,119.657,119.396,119.563,5278,9,0
2015-02-11 08:00:00,119.564,119.799,119.459,119.787,12029,7,0
2015-02-11 12:00:00,119.786,119.946,119.648,119.756,13416,7,0
2015-02-11 16:00:00,119.757,120.439,119.744,120.313,18481,6,0
2015-02-11 20:00:00,120.313,120.471,120.14,120.445,12642,6,0
2015-02-12 00:00:00,120.443,120.465,120.009,120.009,10611,6,0
2015-02-12 04:00:00,120.008,120.337,119.978,120.27,7717,8,0
2015-02-12 08:00:00,120.269,120.37,118.865,119.635,17088,7,0
2015-02-12 12:00:00,119.636,119.874,119.22,119.471,15601,7,0
2015-02-12 16:00:00,119.472,119.511,118.509,118.858,18496,7,0
2015-02-12 20:00:00,118.859,119.106,118.821,119.102,9756,7,0
2015-02-13 00:00:00,119.101,119.156,118.854,118.941,9019,8,0
2015-02-13 04:00:00,118.936,118.992,118.41,118.49,10627,7,0
2015-02-13 08:00:00,118.49,118.97,118.485,118.87,12256,7,0
2015-02-13 12:00:00,118.871,119.195,118.75,119.053,11027,7,0
2015-02-13 16:00:00,119.051,119.064,118.583,118.697,13423,7,0
2015-02-13 20:00:00,118.695,118.819,118.622,118.652,8570,7,0
2015-02-16 00:00:00,118.443,118.772,118.442,118.597,9635,10,0
2015-02-16 04:00:00,118.596,118.62,118.362,118.517,5570,7,0
2015-02-16 08:00:00,118.518,118.672,118.459,118.631,8296,7,0
2015-02-16 12:00:00,118.632,118.641,118.36,118.521,7994,7,0
2015-02-16 16:00:00,118.52,118.533,118.277,118.367,10064,7,0
2015-02-16 20:00:00,118.364,118.525,118.319,118.47,12279,7,0
2015-02-17 00:00:00,118.469,118.53,118.233,118.449,9816,8,0
2015-02-17 04:00:00,118.449,118.64,118.338,118.501,7619,7,0
2015-02-17 08:00:00,118.5,118.811,118.429,118.766,10803,7,0
2015-02-17 12:00:00,118.769,118.921,118.67,118.745,12893,7,0
2015-02-17 16:00:00,118.745,119.105,118.706,119.092,15142,7,0
2015-02-17 20:00:00,119.091,119.413,119.085,119.241,9657,7,0
2015-02-18 00:00:00,119.239,119.349,119.12,119.304,7652,8,0
2015-02-18 04:00:00,119.304,119.31,118.879,119.037,8248,9,0
2015-02-18 08:00:00,119.036,119.345,118.913,119.15,12785,7,0
2015-02-18 12:00:00,119.151,119.408,119.116,119.221,12792,7,0
2015-02-18 16:00:00,119.222,119.339,119.071,119.253,13807,7,0
2015-02-18 20:00:00,119.253,119.293,118.541,118.78,13368,7,0
2015-02-19 00:00:00,118.781,118.821,118.612,118.636,8626,10,0
2015-02-19 04:00:00,118.635,118.722,118.432,118.663,6484,7,0
2015-02-19 08:00:00,118.661,118.891,118.57,118.886,10795,7,0
2015-02-19 12:00:00,118.885,119.175,118.81,119.117,15131,7,0
2015-02-19 16:00:00,119.116,119.141,118.795,118.929,14980,7,0
2015-02-19 20:00:00,118.929,119.002,118.861,118.939,7712,7,0
2015-02-20 00:00:00,118.94,119.088,118.887,118.941,8425,7,0
2015-02-20 04:00:00,118.943,118.944,118.855,118.905,6705,7,0
2015-02-20 08:00:00,118.905,118.927,118.583,118.664,10887,7,0
2015-02-20 12:00:00,118.665,118.784,118.399,118.492,13532,1,0
2015-02-20 16:00:00,118.493,118.882,118.301,118.77,17192,3,0
2015-02-20 20:00:00,118.771,119.186,118.737,118.993,11485,7,0
2015-02-23 00:00:00,119.097,119.155,118.993,119.082,6846,7,0
2015-02-23 04:00:00,119.081,119.095,118.88,119.007,6044,7,0
2015-02-23 08:00:00,119.007,119.351,118.912,119.245,11514,7,0
2015-02-23 12:00:00,119.243,119.257,118.882,118.898,11635,7,0
2015-02-23 16:00:00,118.897,118.992,118.812,118.885,11758,7,0
2015-02-23 20:00:00,118.884,118.961,118.736,118.809,7892,7,0
2015-02-24 00:00:00,118.812,118.982,118.773,118.965,6323,7,0
2015-02-24 04:00:00,118.965,119.14,118.933,119.115,6854,7,0
2015-02-24 08:00:00,119.114,119.566,119.088,119.506,10710,7,0
2015-02-24 12:00:00,119.513,119.592,119.432,119.513,9829,7,0
2015-02-24 16:00:00,119.516,119.817,118.801,118.891,17799,7,0
2015-02-24 20:00:00,118.891,118.992,118.764,118.966,9348,7,0
2015-02-25 00:00:00,118.962,118.995,118.63,118.673,10144,7,0
2015-02-25 04:00:00,118.673,118.757,118.624,118.69,6737,7,0
2015-02-25 08:00:00,118.687,118.877,118.659,118.723,10999,7,0
2015-02-25 12:00:00,118.722,118.977,118.721,118.901,11202,7,0
2015-02-25 16:00:00,118.901,119.063,118.806,118.931,11370,7,0
2015-02-25 20:00:00,118.93,118.984,118.8,118.856,7172,7,0
2015-02-26 00:00:00,118.849,119.09,118.814,119.024,7951,7,0
2015-02-26 04:00:00,119.024,119.026,118.885,118.954,6050,7,0
2015-02-26 08:00:00,118.953,118.985,118.678,118.712,9898,7,0
2015-02-26 12:00:00,118.713,119.185,118.68,119.12,12334,7,0
2015-02-26 16:00:00,119.127,119.489,119.044,119.429,15142,7,0
2015-02-26 20:00:00,119.428,119.499,119.372,119.411,8718,7,0
2015-02-27 00:00:00,119.412,119.424,119.207,119.262,8660,7,0
2015-02-27 04:00:00,119.264,119.283,119.115,119.179,7584,7,0
2015-02-27 08:00:00,119.179,119.41,119.17,119.407,10860,7,0
2015-02-27 12:00:00,119.406,119.445,119.253,119.335,12242,6,0
2015-02-27 16:00:00,119.336,119.795,119.262,119.736,14466,7,0
2015-02-27 20:00:00,119.735,119.753,119.527,119.622,8332,7,0
2015-03-02 00:00:00,119.698,119.952,119.629,119.797,9495,7,0
2015-03-02 04:00:00,119.797,119.894,119.755,119.81,6104,7,0
2015-03-02 08:00:00,119.806,119.963,119.74,119.86,9686,7,0
2015-03-02 12:00:00,119.859,119.875,119.662,119.779,10258,7,0
2015-03-02 16:00:00,119.781,120.158,119.704,120.138,12251,7,0
2015-03-02 20:00:00,120.139,120.189,120.042,120.126,6590,7,0
2015-03-03 00:00:00,120.126,120.262,119.897,119.914,8185,7,0
2015-03-03 04:00:00,119.913,119.962,119.589,119.62,9956,7,0
2015-03-03 08:00:00,119.621,119.852,119.567,119.773,10698,7,0
2015-03-03 12:00:00,119.771,119.908,119.669,119.73,10388,7,0
2015-03-03 16:00:00,119.728,119.738,119.381,119.576,13566,7,0
2015-03-03 20:00:00,119.577,119.75,119.524,119.719,7265,7,0
2015-03-04 00:00:00,119.724,119.752,119.493,119.562,7245,7,0
2015-03-04 04:00:00,119.561,119.781,119.54,119.666,5374,7,0
2015-03-04 08:00:00,119.665,119.823,119.509,119.58,12359,7,0
2015-03-04 12:00:00,119.582,119.706,119.469,119.515,11386,6,0
2015-03-04 16:00:00,119.516,119.796,119.491,119.763,14682,7,0
2015-03-04 20:00:00,119.762,119.782,119.65,119.668,7336,7,0
2015-03-05 00:00:00,119.667,119.851,119.627,119.816,7551,7,0
2015-03-05 04:00:00,119.82,119.903,119.753,119.83,5952,7,0
2015-03-05 08:00:00,119.829,120.004,119.762,119.953,10348,7,0
2015-03-05 12:00:00,119.952,120.393,119.95,120.241,12891,7,0
2015-03-05 16:00:00,120.235,120.266,119.96,120.135,15470,7,0
2015-03-05 20:00:00,120.134,120.216,120.081,120.126,6768,7,0
2015-03-06 00:00:00,120.127,120.192,119.929,120.01,8023,7,0
2015-03-06 04:00:00,120.008,120.079,119.944,120.008,5410,7,0
2015-03-06 08:00:00,120.009,120.19,120.005,120.045,10229,7,0
2015-03-06 12:00:00,120.044,120.914,119.902,120.763,13736,7,0
2015-03-06 16:00:00,120.768,121.275,120.739,120.922,17561,7,0
2015-03-06 20:00:00,120.923,120.932,120.612,120.835,9230,7,0
2015-03-09 00:00:00,120.803,120.862,120.609,120.751,7743,6,0
2015-03-09 04:00:00,120.753,121.125,120.748,121.029,6621,2,0
2015-03-09 08:00:00,121.029,121.057,120.655,120.768,11351,4,0
2015-03-09 12:00:00,120.767,121.065,120.722,120.939,13017,7,0
2015-03-09 16:00:00,120.94,121.41,120.89,121.314,13286,7,0
2015-03-09 20:00:00,121.313,121.315,121.118,121.2,7849,7,0
2015-03-10 00:00:00,121.201,121.739,121.18,121.699,10943,7,0
2015-03-10 04:00:00,121.698,122.021,121.633,121.787,10741,7,0
2015-03-10 08:00:00,121.791,121.988,121.669,121.912,13659,7,0
2015-03-10 12:00:00,121.913,121.997,120.921,121.0,18977,7,0
2015-03-10 16:00:00,121.005,121.342,120.997,121.029,16146,6,0
2015-03-10 20:00:00,121.029,121.192,121.007,121.173,9484,8,0
2015-03-11 00:00:00,121.185,121.402,120.852,121.333,11608,7,0
2015-03-11 04:00:00,121.338,121.497,121.272,121.333,9596,7,0
2015-03-11 08:00:00,121.327,121.553,121.146,121.519,14197,8,0
2015-03-11 12:00:00,121.52,121.622,121.19,121.22,16534,8,0
2015-03-11 16:00:00,121.22,121.511,121.21,121.419,16471,8,0
2015-03-11 20:00:00,121.419,121.531,121.35,121.482,8869,7,0
2015-03-12 00:00:00,121.482,121.666,121.386,121.589,9406,7,0
2015-03-12 04:00:00,121.588,121.645,121.352,121.368,9001,7,0
2015-03-12 08:00:00,121.368,121.369,121.007,121.116,14862,7,0
2015-03-12 12:00:00,121.116,121.162,120.655,121.13,17958,8,0
2015-03-12 16:00:00,121.131,121.412,121.064,121.362,13845,8,0
2015-03-12 20:00:00,121.364,121.391,121.237,121.283,5460,8,0
2015-03-13 00:00:00,121.288,121.464,121.277,121.394,8721,7,0
2015-03-13 04:00:00,121.385,121.568,121.331,121.445,7380,7,0
2015-03-13 08:00:00,121.443,121.517,121.321,121.471,10949,7,0
2015-03-13 12:00:00,121.472,121.547,121.272,121.499,16181,6,0
2015-03-13 16:00:00,121.407,121.562,121.131,121.262,20274,6,0
2015-03-13 20:00:00,121.263,121.45,121.22,121.367,8295,6,0
2015-03-16 00:00:00,121.375,121.429,121.219,121.273,9854,6,0
2015-03-16 04:00:00,121.269,121.371,121.163,121.164,7942,6,0
2015-03-16 08:00:00,121.166,121.427,121.157,121.35,13255,6,0
2015-03-16 12:00:00,121.352,121.401,121.088,121.19,14511,2,0
2015-03-16 16:00:00,121.187,121.391,121.16,121.37,14521,2,0
2015-03-16 20:00:00,121.37,121.458,121.317,121.367,6758,1,0
2015-03-17 00:00:00,121.4,121.515,121.351,121.433,6719,2,0
2015-03-17 04:00:00,121.432,121.467,121.294,121.401,5887,2,0
2015-03-17 08:00:00,121.404,121.487,121.228,121.276,9916,1,0
2015-03-17 12:00:00,121.277,121.301,121.111,121.238,11938,1,0
2015-03-17 16:00:00,121.237,121.391,121.217,121.389,13316,2,0
2015-03-17 20:00:00,121.398,121.401,121.316,121.342,6571,2,0
2015-03-18 00:00:00,121.357,121.365,121.256,121.322,5422,2,0
2015-03-18 04:00:00,121.319,121.401,121.3,121.379,4079,2,0
2015-03-18 08:00:00,121.379,121.406,121.189,121.209,8240,2,0
2015-03-18 12:00:00,121.208,121.238,121.105,121.154,11053,2,0
2015-03-18 16:00:00,121.158,121.176,120.791,120.97,12216,1,0
2015-03-18 20:00:00,120.937,121.074,119.293,120.211,20880,1,0
2015-03-19 00:00:00,120.202,120.297,119.674,120.071,15842,2,0
2015-03-19 04:00:00,120.071,120.619,120.068,120.514,12763,2,0
2015-03-19 08:00:00,120.511,120.805,120.433,120.532,15869,7,0
2015-03-19 12:00:00,120.522,120.975,120.436,120.785,19340,7,0
2015-03-19 16:00:00,120.784,120.993,120.706,120.92,17315,7,0
2015-03-19 20:00:00,120.919,121.027,120.717,120.784,8551,7,0
2015-03-20 00:00:00,120.787,120.855,120.606,120.669,10207,8,0
2015-03-20 04:00:00,120.672,120.808,120.66,120.689,7814,10,0
2015-03-20 08:00:00,120.689,121.182,120.657,121.178,12686,7,0
2015-03-20 12:00:00,121.178,121.197,120.626,120.645,14694,10,0
2015-03-20 16:00:00,120.647,120.715,119.895,119.954,14937,10,0
2015-03-20 20:00:00,119.951,120.257,119.922,120.014,6303,7,0
2015-03-23 00:00:00,119.838,120.106,119.832,120.003,10499,6,0
2015-03-23 04:00:00,120.002,120.109,119.756,119.895,9336,7,0
2015-03-23 08:00:00,119.896,120.159,119.777,119.97,11251,10,0
2015-03-23 12:00:00,119.971,119.988,119.6,119.7,15588,7,0
2015-03-23 16:00:00,119.7,119.841,119.581,119.776,13846,10,0
2015-03-23 20:00:00,119.776,119.891,119.649,119.692,5319,10,0
2015-03-24 00:00:00,119.697,119.868,119.568,119.753,7520,10,0
2015-03-24 04:00:00,119.753,119.821,119.561,119.561,6173,10,0
2015-03-24 08:00:00,119.563,119.679,119.424,119.486,11774,10,0
2015-03-24 12:00:00,119.486,119.72,119.217,119.585,17300,10,0
2015-03-24 16:00:00,119.585,119.978,119.569,119.659,13036,10,0
2015-03-24 20:00:00,119.661,119.778,119.561,119.722,4865,10,0
2015-03-25 00:00:00,119.723,119.821,119.663,119.691,6430,10,0
2015-03-25 04:00:00,119.692,119.719,119.555,119.64,5184,10,0
2015-03-25 08:00:00,119.641,119.751,119.584,119.627,9009,10,0
2015-03-25 12:00:00,119.626,119.642,119.231,119.438,14206,10,0
2015-03-25 16:00:00,119.438,119.607,119.312,119.5,12451,10,0
2015-03-25 20:00:00,119.501,119.648,119.392,119.465,6495,10,0
2015-03-26 00:00:00,119.466,119.568,119.278,119.366,9640,7,0
2015-03-26 04:00:00,119.368,119.373,118.85,118.909,11678,7,0
2015-03-26 08:00:00,118.909,118.936,118.324,118.461,18370,7,0
2015-03-26 12:00:00,118.463,119.24,118.443,119.067,19256,7,0
2015-03-26 16:00:00,119.065,119.398,118.901,119.373,15968,7,0
2015-03-26 20:00:00,119.373,119.426,119.134,119.218,6706,7,0
2015-03-27 00:00:00,119.219,119.351,119.056,119.309,10051,9,0
2015-03-27 04:00:00,119.307,119.402,119.076,119.191,10622,7,0
2015-03-27 08:00:00,119.192,119.485,119.134,119.343,16056,7,0
2015-03-27 12:00:00,119.346,119.406,118.989,119.013,15850,7,0
2015-03-27 16:00:00,119.017,119.272,118.929,119.153,13476,10,0
2015-03-27 20:00:00,119.152,119.262,118.988,119.128,6581,7,0
2015-03-30 00:00:00,119.128,119.325,119.109,119.138,6364,10,0
2015-03-30 04:00:00,119.141,119.292,119.117,119.231,8577,8,0
2015-03-30 08:00:00,119.228,119.802,119.166,119.693,14051,7,0
2015-03-30 12:00:00,119.689,120.019,119.642,119.914,13451,7,0
2015-03-30 16:00:00,119.918,120.14,119.818,120.056,14966,7,0
2015-03-30 20:00:00,120.052,120.223,120.026,120.054,7129,7,0
2015-03-31 00:00:00,120.056,120.163,119.981,120.11,6255,10,0
2015-03-31 04:00:00,120.109,120.36,120.066,120.153,8713,10,0
2015-03-31 08:00:00,120.154,120.238,119.947,120.131,12160,10,0
2015-03-31 12:00:00,120.13,120.14,119.808,119.809,11283,10,0
2015-03-31 16:00:00,119.809,120.145,119.773,119.943,14383,10,0
2015-03-31 20:00:00,119.943,120.138,119.855,120.113,5886,10,0
2015-04-01 00:00:00,120.092,120.132,119.646,119.695,7977,7,0
2015-04-01 04:00:00,119.701,119.772,119.41,119.771,11076,10,0
2015-04-01 08:00:00,119.769,120.324,119.735,120.27,13631,10,0
2015-04-01 12:00:00,120.271,120.3,119.761,119.851,11539,10,0
2015-04-01 16:00:00,119.85,119.919,119.42,119.497,15141,10,0
2015-04-01 20:00:00,119.498,119.771,119.487,119.753,6904,10,0
2015-04-02 00:00:00,119.747,119.75,119.525,119.622,7407,10,0
2015-04-02 04:00:00,119.623,119.723,119.511,119.629,6679,10,0
2015-04-02 08:00:00,119.629,119.658,119.448,119.559,9573,10,0
2015-04-02 12:00:00,119.561,119.89,119.516,119.823,10513,10,0
2015-04-02 16:00:00,119.822,119.846,119.608,119.709,12895,5,0
2015-04-02 20:00:00,119.707,119.78,119.681,119.71,5976,5,0
2015-04-03 00:00:00,119.718,119.779,119.649,119.666,4487,10,0
2015-04-03 04:00:00,119.666,119.723,119.591,119.635,3197,10,0
2015-04-03 08:00:00,119.636,119.716,119.616,119.67,4230,10,0
2015-04-03 12:00:00,119.671,119.942,118.824,118.888,8469,9,0
2015-04-03 16:00:00,118.889,119.035,118.716,119.025,9943,10,0
2015-04-03 20:00:00,119.021,119.023,118.935,118.939,4238,7,0
2015-04-06 00:00:00,118.939,119.059,118.797,119.027,4463,2,0
2015-04-06 04:00:00,119.027,119.165,118.948,119.047,4796,2,0
2015-04-06 08:00:00,119.046,119.064,118.956,119.022,4380,3,0
2015-04-06 12:00:00,119.021,119.111,118.927,118.958,6113,7,0
2015-04-06 16:00:00,118.959,119.184,118.915,119.145,9045,10,0
2015-04-06 20:00:00,119.146,119.676,119.14,119.526,6929,10,0
2015-04-07 00:00:00,119.523,119.618,119.435,119.572,5995,10,0
2015-04-07 04:00:00,119.571,119.664,119.53,119.577,6059,10,0
2015-04-07 08:00:00,119.579,120.058,119.494,119.949,10850,10,0
2015-04-07 12:00:00,119.949,120.278,119.852,120.21,10666,4,0
2015-04-07 16:00:00,120.211,120.444,120.138,120.285,13654,4,0
2015-04-07 20:00:00,120.283,120.429,120.225,120.257,5862,4,0
2015-04-08 00:00:00,120.265,120.344,120.165,120.221,6990,4,0
2015-04-08 04:00:00,120.223,120.246,119.698,119.784,8869,4,0
2015-04-08 08:00:00,119.783,119.998,119.695,119.873,11164,4,0
2015-04-08 12:00:00,119.872,119.885,119.639,119.706,11745,4,0
2015-04-08 16:00:00,119.707,120.065,119.689,119.934,15168,4,0
2015-04-08 20:00:00,119.936,120.304,119.809,120.124,10940,4,0
2015-04-09 00:00:00,120.126,120.371,120.073,120.299,6442,4,0
2015-04-09 04:00:00,120.301,120.383,120.222,120.251,6775,4,0
2015-04-09 08:00:00,120.252,120.328,120.15,120.231,10027,4,0
2015-04-09 12:00:00,120.231,120.241,119.856,120.061,10829,4,0
2015-04-09 16:00:00,120.06,120.424,119.964,120.392,16369,4,0
2015-04-09 20:00:00,120.39,120.736,120.378,120.569,7281,4,0
2015-04-10 00:00:00,120.565,120.621,120.438,120.485,6647,6,0
2015-04-10 04:00:00,120.484,120.616,120.441,120.513,6226,4,0
2015-04-10 08:00:00,120.513,120.603,120.213,120.27,11342,4,0
2015-04-10 12:00:00,120.27,120.471,120.213,120.245,13199,4,0
2015-04-10 16:00:00,120.244,120.312,120.052,120.226,13217,4,0
2015-04-10 20:00:00,120.224,120.323,120.122,120.184,5739,4,0
2015-04-13 00:00:00,120.184,120.328,120.091,120.19,4145,4,0
2015-04-13 04:00:00,120.191,120.499,120.151,120.492,7016,5,0
2015-04-13 08:00:00,120.493,120.814,120.33,120.781,10859,4,0
2015-04-13 12:00:00,120.785,120.841,119.692,120.142,14204,4,0
2015-04-13 16:00:00,120.14,120.427,119.919,120.23,14106,4,0
2015-04-13 20:00:00,120.231,120.235,120.016,120.12,5527,4,0
2015-04-14 00:00:00,120.133,120.169,119.788,119.831,7384,4,0
2015-04-14 04:00:00,119.832,119.972,119.737,119.922,7144,4,0
2015-04-14 08:00:00,119.918,119.933,119.625,119.745,12378,4,0
2015-04-14 12:00:00,119.746,120.113,119.473,119.597,15376,4,0
2015-04-14 16:00:00,119.591,119.599,119.068,119.336,17913,4,0
2015-04-14 20:00:00,119.342,119.479,119.271,119.386,5576,4,0
2015-04-15 00:00:00,119.382,119.62,119.324,119.598,6049,4,0
2015-04-15 04:00:00,119.599,119.741,119.544,119.61,6325,4,0
2015-04-15 08:00:00,119.61,119.711,119.46,119.541,10942,4,0
2015-04-15 12:00:00,119.541,119.631,119.336,119.462,13023,4,0
2015-04-15 16:00:00,119.465,119.527,119.104,119.112,16420,4,0
2015-04-15 20:00:00,119.113,119.228,118.786,119.164,9831,4,0
2015-04-16 00:00:00,119.164,119.187,118.892,118.972,8461,7,0
2015-04-16 04:00:00,118.971,119.319,118.791,119.284,10472,9,0
2015-04-16 08:00:00,119.284,119.464,119.246,119.266,13317,7,0
2015-04-16 12:00:00,119.27,119.29,118.913,119.082,16762,7,0
2015-04-16 16:00:00,119.082,119.427,119.017,119.256,14969,7,0
2015-04-16 20:00:00,119.249,119.255,118.815,118.938,11064,7,0
2015-04-17 00:00:00,118.938,119.077,118.883,118.971,7151,9,0
2015-04-17 04:00:00,118.97,119.128,118.927,118.972,7267,7,0
2015-04-17 08:00:00,118.971,119.061,118.719,118.85,13916,7,0
